title,description
MADURAI TODAY,"RELIGIONSelva Vinayagar Temple: Discourse on ‘Aanmeega Jothidam’ by P.A. Ponniah, Railway Colony, 7 p.m.Tiruvalluvar Kazhagam: Discourse on ‘Moovar Kural’ by M. Vijayaraman, North Aadi Street, Meenaks"
DDA amends city’s master plan to save gyms,Decision was taken at a meeting chaired by L-G Anil Baijal
Salman Khurshid slams Rahul Gandhi for ‘walking away’,"As an intense power struggle rages between Congress president Rahul Gandhi’s team and the old guard, senior Congress leader Salman Khurshid has slammed Mr. Gandhi for “walking away” soon after the 201"
"Morning digest: Elizabeth Warren urges India to respect rights of Kashmiris, Aarey tree felling sparks political storm, and more",A select list of stories to read before you start your day
Comtrust employees to go on indefinite fast,Protest against lack of initiative by KSIDC to take over the factory
ISRO scientists highlight need for space research,"India is now a major player in the space industry, say experts"
Shopkeepers told to tighten security,"TIRUCHIThe Tamilnadu Vanigar Sangankalin Peramaippu has called upon traders, especially jewellers and owners of pawn shops, in the city to strengthen their security systems at their outlets in the wak"
JAC refuses to back down,‘We will take legal recourse’
"Top news of the day: Second whistleblower emerges in Trump-Ukraine scandal, PDP delegation to meet Mehbooba Mufti tomorrow, and more","The major news headlines of the day, and more."
Sale of ranitidine continues despite U.S. FDA warning,"No intimation from DGCI to stop sale of ranitidine-based drugs, says State FDA official; govt. hospitals asked to stop use"
Material indicates poor quality flyover work: HC,Court dismisses bail petitions of accused
N R I Heights runs with a good chance,"N R I Heights runs with a good chance in the G. Sudhakar Reddy Memorial Cup (1,400m), the feature event of the races to be held here on Tuesday (Oct. 8). 1. KITTY BANK PLATE (Div. III), (1,200m), 4-y-"
U.P. police version in Jhansi encounter under scanner,"Pushpendra Yadav killed in a staged encounter, alleges family"
Over 100 kg sandalwood seized from city airport in past 10 days,CISF personnel foil another smuggling attempt by Sudanese nationals
MRPL gears up to supply Bharat Stage VI grade fuel ahead of April 1 deadline,State refinery to supply upgraded fuel initially in Bengaluru and Mangaluru regions
Drive begins to make urban youth traffic-literate,Traffic clubs in schools to teach values of safe driving
"FIR yet to be lodged, says kin, after death of man in revenue custody in Budaun","Magisterial inquiry is under way, say police"
Siddaramaiah appointed as Leader of Opposition,S.R. Patil to be Leader of Opposition in Legislative Council
Spotlight on electoral funding after revelation of DMK handout to allies,"Political observers point out that in every pre-election parley, funding of smaller parties is part of the alliance deal"
"Morning digest: China changes tack on Kashmir ahead of Xi visit, Republican-led probe finds Russia helped Trump, and more",A select list of stories to read before you start your day
Google Arts & Culture spotlights the stories of Indian handicraft and its people,"Google, Incredible India, and the Dastkari Haat Samiti have come together to launch a dedicated digital exhibit, called Crafted in India"
"Top news of the day: Lithium-ion battery developers get Chemistry Nobel, Reliance Jio to charge 6 paise per minute for non-Jio calls, and more","The major news headlines of the day, and more."
Spate of robberies by migrants in Chennai tax police,"‘Perpetrators arrive as labourers or vendors, carry out a recce of targets by day, loot and flee on north-bound trains’"
‘Under construction’ ad infinitum in the city,"You see them, yet you don’t. Many civic projects are far from complete leading to cost overruns, pollution, and testing citizens’ patience"
War on words,"What matters is the taking of human life, and not the Sangh’s name for it"
"Nutrition Mission benefits 7,700 children",Their health is being monitored through anganwadi centres in Rajasthan
Minister favours AIIMS in Raichur,"D.V. Sadananda Gowda, Union Minister for Chemicals and Fertilizers, has said that he would meet the Union Health Minister to discuss about the establishment of the All-India Institute of Medical Scien"
Central funds reach State,"Revenue Minister R. Ashok on Saturday said as per NDRF guidelines, the State had to get ₹3,891.80 crore towards flood relief, and of this, the Centre had released ₹1,200 crore in the first instalment."
Former four-term Congress MLA Prahlad Singh Sawhney joins AAP,"Mr. Sawhney had lost to Alka Lamba in 2015 from the Chandini Chowk Assembly Constituency after winning it in 1998, 2003, 2008 and 2013."
Balakot puts BJP in stride in Haryana,"Party helped by popularity of Narendra Modi, an important factor in Haryana."
Thunchan Paramba witnesses massive turnout,"3,431 little children initiated into the world of letters on Vidyarambham day"
Cancer-focussed incubator in KSUM,Cochin Cancer Research Centre initiative will help in early detection of the disease
Bihar: Major rivers receding; death toll rises to 97,"Bihar: Major rivers receding; death toll rises to 97It has seen a fall of 90 cm since Saturday, he added."
Govt launches eco-friendly crackers ahead of Diwali,Govt launches eco-friendly crackers ahead of DiwaliGovt announced that CSIR labs have been successful in developing various environment-friendly fireworks.
What India can learn from China's 70 years of economic growth,China's rise is quite extraordinary from the Indian viewpoint as the two nations were at par with each other in 1950.
Survey finds rising diabetes risk in children,Survey finds rising diabetes risk in childrenOne percent of school-age children and adolescents were diabetic and three percent of school-age children and four per cent of adolescents had high total cholesterol.
"YES Bank files complaint against spreading of rumors, fake news",The bank has requested the authorities to form a team of experts for detecting the origin of the fake news.
Global restructuring plan not country-specific: HP Inc,HP Inc last week announced a fiscal year 2020 restructuring plan to simplify its operating model and become a more digitally-enabled company.
Delhi govt launches scheme to honour good samaritans who take accident victims to hospitals,"Under the scheme, the city government will incur the treatment expenditure of eligible road accident victims and give incentives to those who helped them."
Don't send savings offshore; buy quality stocks: Nilesh Shah,"Retain savings in India, don’t buy gold bars, rather put it into building roads."
